Age,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Employment_Years,Num_Dependents,Existing_Debt,Education_Level,Property_Ownership,Loan_Purpose,Num_Prev_Loans,Num_Late_Payments,Debt_To_Income,Loan_To_Income,Loan_Approved
45,140584,102459,12,805,21,2,18888,1,0,2,6,6,0.134,0.729,0
38,111567,141606,60,456,12,3,19417,0,1,1,1,6,0.174,1.269,0
39,100886,116695,36,450,11,2,61323,2,0,0,5,0,0.608,1.157,0
56,174888,39268,48,477,6,0,77551,1,1,0,6,0,0.443,0.225,0
30,54432,112338,60,832,0,5,45440,0,0,3,3,2,0.835,2.064,0
53,97373,31336,24,411,32,2,35744,2,1,0,4,1,0.367,0.322,1
25,190289,8641,60,437,13,2,11891,1,1,3,7,2,0.062,0.045,0
55,45884,92132,12,532,16,1,72131,3,0,3,0,3,1.572,2.008,0
64,30454,37959,48,631,3,5,62093,2,0,1,6,6,2.039,1.246,0
54,99960,149378,24,841,0,1,50294,3,0,0,1,1,0.503,1.494,0
53,127421,79123,48,606,23,3,28557,2,0,1,5,6,0.224,0.621,1
41,68618,26498,48,460,33,2,61166,1,0,2,0,4,0.891,0.386,1
37,72111,75198,24,701,33,5,2192,0,0,1,2,7,0.03,1.043,1
42,195685,32197,60,577,23,2,45032,0,0,0,5,7,0.23,0.165,1
57,145592,113775,60,619,14,3,49851,0,0,2,2,4,0.342,0.781,0
35,84993,30032,60,832,16,4,42861,0,0,0,2,9,0.504,0.353,1
55,153652,64624,36,796,12,3,34946,2,1,2,4,7,0.227,0.421,1
48,164920,83177,60,662,6,1,49884,0,0,0,2,8,0.302,0.504,0
27,103672,46964,24,671,8,1,46360,0,1,1,6,6,0.447,0.453,1
52,91125,116030,36,335,34,2,63252,2,0,0,0,5,0.694,1.273,1
31,142509,59646,60,602,22,1,41472,2,0,3,1,6,0.291,0.419,0
30,86602,86187,36,737,22,5,35455,1,1,3,7,6,0.409,0.995,1
29,67222,144608,24,331,25,3,28672,2,1,1,6,2,0.427,2.151,0
34,74223,122399,60,485,0,2,3756,3,0,1,4,5,0.051,1.649,0
33,90333,61747,12,473,13,3,70030,1,1,2,1,5,0.775,0.684,0
45,147650,50712,24,549,31,3,58151,1,0,1,2,8,0.394,0.343,1
22,74420,142345,48,578,9,2,34047,0,1,3,3,0,0.457,1.913,1
55,100504,76820,48,301,0,4,72074,0,0,1,5,6,0.717,0.764,0
27,27462,130342,24,493,4,1,62391,3,1,3,4,0,2.272,4.746,1
41,34460,96228,48,465,2,0,2221,0,0,1,2,9,0.064,2.792,0
38,124319,79353,24,409,26,0,5164,2,1,3,4,3,0.042,0.638,1
23,165347,97091,12,679,21,0,33622,2,0,2,3,6,0.203,0.587,0
62,169341,90914,24,584,17,1,35980,0,1,0,7,5,0.212,0.537,0
59,154593,111718,60,720,15,4,51738,0,0,0,0,5,0.335,0.723,0
61,147672,16539,60,412,1,3,79921,2,0,3,6,4,0.541,0.112,0
31,97920,51219,36,527,12,2,23612,1,0,1,0,6,0.241,0.523,1
59,47553,18334,48,770,15,4,78066,3,1,1,5,8,1.642,0.386,0
44,180438,12903,48,827,7,0,68876,3,1,0,0,5,0.382,0.072,1
39,69036,63008,24,795,7,5,60572,1,1,3,7,9,0.877,0.913,0
24,173441,104318,48,330,9,1,33043,3,1,1,6,6,0.191,0.601,0
46,167867,146932,60,461,32,1,77831,0,1,0,6,8,0.464,0.875,0
58,95021,72300,12,677,30,2,66250,0,0,3,7,6,0.697,0.761,0
62,132205,134263,24,745,11,5,38822,0,1,2,3,5,0.294,1.016,1
52,186215,25842,48,726,8,3,59424,3,0,1,1,2,0.319,0.139,1
59,185497,47372,60,803,8,4,66345,1,0,1,7,0,0.358,0.255,0
56,113209,119316,36,826,17,5,52878,0,0,3,3,9,0.467,1.054,0
60,100139,103971,48,831,29,4,64963,1,0,0,3,8,0.649,1.038,0
57,30368,43744,12,819,31,4,36,2,0,3,2,6,0.001,1.44,0
53,160693,121082,12,333,22,3,32402,2,1,0,7,2,0.202,0.753,0
56,83829,62442,48,789,10,3,10273,2,0,3,0,9,0.123,0.745,1
23,154036,134070,48,722,19,3,25030,3,1,2,4,8,0.162,0.87,1
29,39719,90990,60,767,18,2,52460,3,0,1,6,2,1.321,2.291,1
28,54227,126670,48,323,25,1,76939,0,0,0,5,2,1.419,2.336,0
53,134430,111917,36,515,9,0,19039,2,1,2,1,6,0.142,0.833,0
26,163638,8650,60,354,23,3,14017,1,1,3,6,1,0.086,0.053,0
61,37306,50117,24,325,12,1,39215,3,0,0,4,9,1.051,1.343,0
59,78822,96244,36,580,33,3,12583,1,0,0,2,6,0.16,1.221,0
24,49042,8190,60,626,28,0,32919,1,0,2,7,6,0.671,0.167,0
33,171158,53113,60,485,6,5,47025,0,1,3,2,0,0.275,0.31,0
22,173459,144861,12,794,29,3,44254,0,1,2,1,9,0.255,0.835,1
25,183114,37125,60,311,16,1,46275,1,0,3,4,1,0.253,0.203,0
64,114424,135000,36,733,12,2,57943,1,1,2,1,4,0.506,1.18,0
47,174395,116904,48,507,23,5,9514,1,1,2,1,3,0.055,0.67,0
52,43019,23768,36,432,30,5,38416,1,1,2,0,2,0.893,0.553,0
41,100426,86099,24,638,26,5,1511,2,1,2,7,9,0.015,0.857,1
28,65863,92421,60,495,20,0,18642,1,1,3,4,7,0.283,1.403,1
58,136023,11895,60,561,0,1,51894,3,1,1,0,6,0.382,0.087,1
28,166355,76017,60,581,14,4,24225,0,1,2,6,8,0.146,0.457,1
23,174351,28932,60,668,2,4,20846,3,0,3,0,2,0.12,0.166,1
64,71999,26360,12,402,5,4,29152,0,1,1,6,9,0.405,0.366,0
23,87780,59847,12,482,13,2,66107,0,1,0,5,0,0.753,0.682,0
42,47908,95365,48,722,32,3,50354,0,0,0,0,8,1.051,1.991,0
26,151278,90468,60,308,7,3,26188,3,1,2,3,8,0.173,0.598,0
22,138002,43931,24,543,25,3,60910,0,1,0,2,0,0.441,0.318,1
43,194024,60823,48,692,14,2,42530,1,1,2,2,7,0.219,0.313,0
64,125706,43032,60,826,13,4,78753,1,1,2,3,9,0.626,0.342,1
22,193735,23807,12,336,19,5,41999,2,0,1,6,0,0.217,0.123,0
58,147019,147839,24,477,18,3,6609,2,1,0,6,5,0.045,1.006,0
37,134708,144143,48,371,32,5,58769,2,0,2,7,8,0.436,1.07,0
55,34343,58413,24,651,23,5,47397,1,1,0,1,2,1.38,1.701,0
54,101173,20540,60,448,9,2,49322,3,1,1,4,5,0.488,0.203,0
43,125260,75248,36,404,33,2,5151,2,1,0,4,2,0.041,0.601,0
50,195863,115494,24,520,15,1,6406,1,1,1,4,4,0.033,0.59,0
28,185206,90435,24,673,14,3,62678,0,0,1,0,6,0.338,0.488,0
42,94443,24787,12,817,17,4,47062,3,0,1,4,9,0.498,0.262,1
64,82530,25982,60,559,6,0,32956,3,0,2,4,3,0.399,0.315,0
56,160899,27606,24,598,21,2,53830,1,0,3,6,3,0.335,0.172,1
25,121143,146222,60,341,31,5,72681,1,0,2,4,6,0.6,1.207,0
33,169771,117223,12,791,18,1,13133,0,1,0,2,4,0.077,0.69,1
49,139527,51936,60,738,0,0,12209,0,0,2,3,0,0.088,0.372,1
51,161385,98286,12,346,34,2,74681,0,0,2,5,9,0.463,0.609,0
36,169670,144665,12,384,4,1,54345,3,1,3,6,1,0.32,0.853,1
62,136362,42381,48,357,11,5,42585,3,0,0,1,5,0.312,0.311,0
50,53807,126465,60,508,11,3,34638,2,1,1,3,8,0.644,2.35,1
36,84550,33074,36,547,20,1,20645,2,0,1,4,6,0.244,0.391,0
32,28558,49194,48,510,18,2,18408,2,1,0,1,3,0.645,1.723,0
37,75113,31853,12,338,8,3,12521,3,0,2,1,1,0.167,0.424,0
36,77999,78719,36,551,31,5,38221,0,1,3,3,3,0.49,1.009,0
32,192415,123724,24,712,34,4,21086,2,0,3,3,4,0.11,0.643,0
28,83219,18703,24,745,30,1,16923,0,0,0,3,1,0.203,0.225,0
40,191258,122491,48,351,31,0,7202,0,1,0,6,0,0.038,0.64,0
23,193038,63453,36,673,31,5,37206,0,1,2,6,3,0.193,0.329,1
36,189841,93478,60,825,29,3,19885,2,1,3,5,5,0.105,0.492,0
50,78218,38161,36,455,31,5,11218,2,0,0,3,0,0.143,0.488,1
43,44229,119296,48,841,1,3,45692,0,1,2,5,0,1.033,2.697,1
48,100209,145788,60,389,10,5,52689,2,0,2,0,8,0.526,1.455,0
60,52877,38349,60,650,19,4,6716,1,1,0,7,4,0.127,0.725,1
25,122137,52098,24,368,8,1,16088,2,0,3,2,1,0.132,0.427,1
40,63084,113435,36,462,18,0,31001,0,1,1,7,1,0.491,1.798,1
60,106780,136204,60,541,6,4,22584,0,1,2,5,3,0.212,1.276,0
64,172878,56990,48,794,4,1,4286,3,0,1,2,1,0.025,0.33,0
21,62034,73921,24,682,23,0,4739,3,1,2,4,3,0.076,1.192,1
50,196389,105572,60,351,6,5,30158,0,1,3,0,5,0.154,0.538,1
41,80468,12213,36,362,10,0,5605,1,1,1,1,6,0.07,0.152,1
40,175166,129693,24,808,8,2,56492,3,0,0,3,5,0.323,0.74,0
26,35589,96655,36,591,29,0,3321,0,0,2,4,3,0.093,2.716,0
42,82221,73371,36,390,2,1,44541,3,1,0,1,9,0.542,0.892,0
38,26657,73274,36,723,21,4,51701,3,1,0,6,2,1.939,2.749,1
28,123300,112853,24,664,19,4,12170,0,0,3,2,3,0.099,0.915,1
59,142229,9134,60,449,31,2,56045,2,0,0,1,4,0.394,0.064,1
52,64531,96428,12,570,6,1,8933,1,1,2,7,3,0.138,1.494,0
53,77227,44601,60,415,6,0,9906,2,0,0,3,2,0.128,0.578,1
36,28164,78889,24,815,19,2,23814,0,1,0,3,0,0.846,2.801,1
32,118078,20690,12,540,24,5,818,0,1,2,7,2,0.007,0.175,1
58,66247,6909,12,329,34,3,8434,1,0,0,5,4,0.127,0.104,1
54,175673,96239,12,442,23,5,56153,0,0,3,5,5,0.32,0.548,1
34,75599,85032,48,625,12,1,30571,3,0,2,6,3,0.404,1.125,0
56,160624,17062,24,315,3,2,40694,1,0,3,2,0,0.253,0.106,0
53,165489,80386,48,410,11,4,45485,2,0,0,3,9,0.275,0.486,0
43,93207,141225,12,406,16,2,12069,1,0,1,0,6,0.129,1.515,1
22,97055,146553,48,678,0,3,57198,2,0,3,4,8,0.589,1.51,1
61,127266,104270,48,461,16,1,38662,0,0,3,2,5,0.304,0.819,1
41,103270,71425,24,582,1,2,52169,2,1,0,2,5,0.505,0.692,0
22,136426,89981,36,568,5,5,72928,2,1,1,1,8,0.535,0.66,1
47,159794,109470,48,783,10,0,16102,2,0,2,2,3,0.101,0.685,1
29,95442,93887,48,372,17,5,33457,1,1,1,6,4,0.351,0.984,0
21,120632,86542,12,496,24,1,52290,3,1,2,7,4,0.433,0.717,0
31,196103,54112,12,542,27,2,11932,2,1,0,4,4,0.061,0.276,0
23,46438,147012,12,558,15,5,11766,1,1,1,0,7,0.253,3.166,1
43,83819,64010,60,448,11,2,13292,1,1,0,1,0,0.159,0.764,1
46,68856,29485,48,689,28,5,47631,3,0,3,4,9,0.692,0.428,0
24,189648,94299,12,715,22,1,72944,1,0,1,7,9,0.385,0.497,1
38,66938,110584,24,725,20,4,76230,0,0,2,7,2,1.139,1.652,0
26,84807,137139,60,516,15,5,34533,0,0,3,5,7,0.407,1.617,0
55,74877,25607,36,385,25,0,5778,0,0,2,2,8,0.077,0.342,0
42,68461,66597,48,515,21,5,35059,3,0,3,6,1,0.512,0.973,0
63,118474,79554,48,722,9,1,4866,1,1,2,3,3,0.041,0.671,1
35,196541,20187,24,619,6,5,73965,0,0,2,5,7,0.376,0.103,0
42,108136,8985,36,417,8,0,60661,2,1,0,3,4,0.561,0.083,0
57,45435,56514,36,714,24,0,43352,1,0,3,4,0,0.954,1.244,0
62,170263,23608,60,339,14,1,50736,0,1,0,0,5,0.298,0.139,1
32,109726,76327,48,460,12,2,34075,1,1,0,3,8,0.311,0.696,0
62,183458,22221,12,836,25,5,24104,0,0,0,6,8,0.131,0.121,1
58,187793,53506,24,719,20,4,65827,2,0,0,4,0,0.351,0.285,1
38,79786,25968,24,394,22,0,69222,1,0,2,1,3,0.868,0.325,0
55,38704,132677,24,741,27,0,1642,0,0,0,2,0,0.042,3.428,1
50,81635,107951,24,765,11,5,62845,0,1,0,0,6,0.77,1.322,1
44,158195,113306,12,587,23,2,8769,2,0,0,7,2,0.055,0.716,0
62,115710,48601,12,711,12,5,69445,2,0,2,6,1,0.6,0.42,1
50,87993,77178,60,699,1,1,50375,0,1,3,6,7,0.572,0.877,0
34,137752,74893,48,827,11,4,32078,0,1,2,0,8,0.233,0.544,1
26,181488,91799,12,317,13,5,12268,3,0,2,1,6,0.068,0.506,1
23,157886,53367,60,435,29,0,10844,3,0,2,0,5,0.069,0.338,0
36,103537,18201,36,763,18,0,74174,1,1,3,4,9,0.716,0.176,1
27,75258,138811,48,547,30,1,60763,1,0,0,0,5,0.807,1.844,0
34,172580,18231,12,300,24,2,11233,3,1,0,0,8,0.065,0.106,1
29,110166,146707,36,680,3,5,30496,0,1,3,0,4,0.277,1.332,0
35,138710,14964,60,808,12,3,17806,2,0,3,7,4,0.128,0.108,1
41,60699,17336,12,759,2,2,40326,1,1,1,4,1,0.664,0.286,1
55,71335,82475,12,804,15,0,78807,0,0,0,5,5,1.105,1.156,0
22,71806,87212,36,775,25,5,39513,2,0,2,2,5,0.55,1.215,1
47,102853,80379,12,331,18,0,51761,2,0,2,3,5,0.503,0.781,0
22,60739,50591,24,417,14,4,19465,0,1,0,5,3,0.32,0.833,1
55,59785,66750,12,483,31,2,39502,0,0,3,0,6,0.661,1.117,1
38,188052,95648,48,490,20,3,79396,1,0,1,1,8,0.422,0.509,0
34,110016,101134,36,373,0,4,8250,3,1,2,6,0,0.075,0.919,0
40,157681,103537,48,402,5,3,60503,0,0,1,1,2,0.384,0.657,1
38,91253,67672,60,719,26,4,21310,3,0,2,4,9,0.234,0.742,1
30,116128,32228,48,772,22,2,32206,1,0,2,2,8,0.277,0.278,0
45,184213,19429,24,413,30,0,9764,3,1,0,0,4,0.053,0.105,0
22,186081,89294,24,678,11,3,55596,3,1,2,4,5,0.299,0.48,1
45,152581,120577,48,612,20,2,12842,2,0,1,3,7,0.084,0.79,1
53,135966,93074,60,629,1,3,2976,1,0,1,2,8,0.022,0.685,0
56,162854,73936,12,638,4,2,7426,0,0,0,2,7,0.046,0.454,1
51,124352,62378,24,537,8,4,22887,3,1,2,4,2,0.184,0.502,1
34,182005,42310,48,472,19,2,26710,1,0,1,5,9,0.147,0.232,1
21,102154,106827,48,378,17,4,41387,2,0,3,6,0,0.405,1.046,1
36,164379,104862,48,763,21,0,47470,2,0,0,1,4,0.289,0.638,1
23,133297,43889,12,800,7,4,6486,3,1,3,5,6,0.049,0.329,1
55,63346,56428,36,584,33,1,39258,3,1,1,2,1,0.62,0.891,1
61,137138,115502,60,522,8,0,22623,0,1,3,1,0,0.165,0.842,1
26,75772,55255,36,565,6,5,23806,1,1,0,2,3,0.314,0.729,0
45,65149,110824,60,672,29,5,5973,0,1,3,7,2,0.092,1.701,1
33,111700,10409,60,532,17,2,46215,0,0,1,6,3,0.414,0.093,0
54,183598,47438,48,535,26,2,45939,2,0,3,2,0,0.25,0.258,0
28,121758,12869,24,613,15,1,29157,1,0,3,2,1,0.239,0.106,0
41,153447,30958,48,679,20,2,5521,0,0,3,3,0,0.036,0.202,0
54,30695,80622,12,719,4,0,12891,2,1,2,1,2,0.42,2.627,1
24,64169,31442,60,351,28,0,22474,3,1,1,3,3,0.35,0.49,0
45,72947,86948,24,808,21,4,26507,0,0,3,1,0,0.363,1.192,1
35,70865,30596,60,504,13,3,10687,3,1,1,6,5,0.151,0.432,0
24,181625,80791,60,556,18,2,11009,1,0,3,6,1,0.061,0.445,1
32,129501,47406,48,484,34,1,44291,0,1,0,7,9,0.342,0.366,1
52,85410,45524,24,444,23,5,48296,3,0,0,3,4,0.565,0.533,0
52,128754,115160,24,313,5,0,40225,3,0,0,3,7,0.312,0.894,0
48,115895,10062,60,545,2,0,34828,1,0,3,3,3,0.301,0.087,0
33,180888,49645,24,486,33,0,36102,2,1,1,6,4,0.2,0.274,1
51,75705,127759,24,636,1,3,56342,2,0,0,6,8,0.744,1.688,0
34,140700,12244,48,558,14,3,33712,0,0,2,4,1,0.24,0.087,1
40,98914,142444,36,339,14,2,26823,3,1,0,3,1,0.271,1.44,0
38,26881,90501,12,717,31,5,5361,2,0,0,7,5,0.199,3.367,0
49,195639,122450,36,650,20,1,38052,0,1,2,5,5,0.195,0.626,1
26,72365,21956,24,308,16,3,23265,3,1,0,5,2,0.321,0.303,1
52,104211,149966,60,649,33,4,42012,0,1,3,2,8,0.403,1.439,1
49,181078,21709,12,383,31,3,10916,1,0,3,0,0,0.06,0.12,0
63,66198,123428,12,832,22,0,75045,0,1,0,3,2,1.134,1.865,1
22,178903,20210,60,657,34,1,45532,1,1,1,0,7,0.255,0.113,1
43,125649,107081,12,677,32,2,47659,3,1,1,0,7,0.379,0.852,1
39,172531,105025,60,471,24,3,14003,3,0,0,2,3,0.081,0.609,0
51,188515,129476,12,324,20,0,42634,3,1,2,0,7,0.226,0.687,1
25,198388,64846,36,692,33,4,74992,0,0,3,7,9,0.378,0.327,1
39,161949,70480,12,402,18,4,11369,3,1,3,6,7,0.07,0.435,1
54,64553,57960,48,535,26,2,19329,3,1,3,0,0,0.299,0.898,1
30,160994,90765,60,709,8,2,78754,1,0,0,6,2,0.489,0.564,1
45,147778,122265,12,848,4,3,12410,3,0,3,6,0,0.084,0.827,1
22,142018,53137,60,631,4,2,29730,3,0,0,5,1,0.209,0.374,1
31,160758,123922,48,831,24,5,2665,3,1,0,6,3,0.017,0.771,1
51,57766,126280,12,328,25,5,39899,2,1,1,0,2,0.691,2.186,0
35,57006,48876,12,842,18,0,37703,3,0,2,1,5,0.661,0.857,1
29,56422,99547,48,318,29,0,65951,0,0,2,7,4,1.169,1.764,0
43,141590,55227,48,447,15,0,24172,1,0,2,3,4,0.171,0.39,0
39,37205,89433,48,770,6,5,2684,3,0,3,7,9,0.072,2.404,1
29,179599,78704,60,790,17,3,73030,0,0,1,7,6,0.407,0.438,1
55,174515,11861,48,582,20,3,19750,1,1,1,3,6,0.113,0.068,0
41,172596,66914,60,412,30,2,19887,1,1,0,0,8,0.115,0.388,1
29,141477,68888,36,754,0,3,20826,0,0,1,2,7,0.147,0.487,0
48,53202,84286,12,629,2,0,6180,0,0,0,1,2,0.116,1.584,1
27,86692,66293,12,554,30,1,46779,2,1,1,2,1,0.54,0.765,1
36,45855,73515,24,698,24,0,68095,2,0,0,2,0,1.485,1.603,0
36,50095,12065,36,807,7,5,62288,3,0,3,0,9,1.243,0.241,1
53,194796,93720,48,765,0,1,40905,2,0,1,4,5,0.21,0.481,1
24,74241,63876,48,706,6,2,69507,0,0,2,0,3,0.936,0.86,0
24,128119,141694,36,397,6,4,56068,2,1,0,5,2,0.438,1.106,1
59,77003,88797,48,589,7,3,18113,1,0,1,4,1,0.235,1.153,0
60,119837,96141,24,455,18,3,42861,0,1,1,6,1,0.358,0.802,0
37,119283,107390,60,461,16,5,78487,3,1,0,1,3,0.658,0.9,0
57,172044,101856,12,396,10,0,25617,1,1,1,4,0,0.149,0.592,1
59,148805,71201,36,676,10,0,2583,1,1,2,0,5,0.017,0.478,1
49,118846,94766,12,749,1,1,26250,1,0,0,0,9,0.221,0.797,1
56,47927,27995,60,416,3,3,3055,0,1,0,2,4,0.064,0.584,1
58,145589,97320,36,805,27,5,72337,0,0,0,0,9,0.497,0.668,0
59,140657,85141,60,488,32,2,34426,3,0,0,6,8,0.245,0.605,1
57,91630,144491,48,775,10,0,60532,2,1,0,5,1,0.661,1.577,1
55,129428,75799,48,622,2,3,9933,2,0,2,0,8,0.077,0.586,0
27,147035,50687,48,479,4,4,31979,2,0,0,3,8,0.217,0.345,0
47,151244,42276,60,480,20,5,45047,2,1,2,3,9,0.298,0.28,1
48,94518,39523,60,586,21,1,4137,1,1,2,2,8,0.044,0.418,1
42,106326,59615,60,774,10,0,11423,0,1,2,4,9,0.107,0.561,1
34,168277,15514,12,561,21,0,34482,2,0,0,4,9,0.205,0.092,0
27,145243,52456,60,822,12,2,44156,1,0,2,3,3,0.304,0.361,1
57,37748,12233,48,461,2,0,52483,0,1,0,5,4,1.39,0.324,0
42,177169,6102,24,786,12,5,34754,0,1,2,1,7,0.196,0.034,1
25,159164,71133,60,480,27,3,36312,0,0,0,6,7,0.228,0.447,1
22,78311,51715,24,768,10,3,23363,1,0,1,7,0,0.298,0.66,1
47,47692,115545,48,320,10,3,17085,2,1,1,6,9,0.358,2.423,0
41,149954,109085,60,574,20,4,56889,0,0,2,6,0,0.379,0.727,1
58,179934,114101,12,559,20,4,79951,1,0,3,5,9,0.444,0.634,0
35,155035,142328,12,632,6,0,56414,0,1,3,3,5,0.364,0.918,0
41,104507,113684,24,765,16,4,47052,3,1,1,6,6,0.45,1.088,1
30,105152,69800,12,415,13,4,32691,3,0,2,5,1,0.311,0.664,0
43,29926,99937,12,712,32,2,72195,1,0,2,1,1,2.412,3.339,1
59,28969,46548,12,836,10,4,54697,2,0,2,4,4,1.888,1.607,1
25,60733,133845,48,556,12,1,3044,2,0,3,3,8,0.05,2.204,0
21,94855,118815,12,467,0,1,3883,0,1,1,7,4,0.041,1.253,0
33,66743,132602,36,832,33,1,31712,2,0,2,0,7,0.475,1.987,0
41,155193,131270,60,314,8,0,21545,2,1,1,6,7,0.139,0.846,0
46,195948,131320,12,349,12,3,18204,3,0,1,1,4,0.093,0.67,0
41,132445,30570,12,603,29,2,23268,1,1,0,1,7,0.176,0.231,0
38,45323,26182,12,786,6,0,36139,3,0,3,1,7,0.797,0.578,1
57,41428,44373,36,715,13,3,75652,1,0,1,4,4,1.826,1.071,0
52,59578,48019,12,604,5,2,28436,0,1,0,5,4,0.477,0.806,0
56,111486,21043,12,495,33,2,68324,3,0,3,2,3,0.613,0.189,0
37,89140,24239,60,687,15,2,4125,1,1,2,6,0,0.046,0.272,1
55,132325,146488,36,754,5,1,69142,2,1,2,0,8,0.523,1.107,0
31,108829,139484,36,609,7,1,41534,1,1,0,6,1,0.382,1.282,0
41,31364,86976,12,426,23,1,42973,2,0,2,3,0,1.37,2.773,1
46,153867,29406,36,474,2,2,76369,0,0,0,7,5,0.496,0.191,0
24,191421,6875,24,433,3,5,33521,2,0,0,5,4,0.175,0.036,0
54,156763,141824,36,365,31,2,7488,1,1,2,1,0,0.048,0.905,1
38,120598,137425,36,692,0,1,39974,3,0,3,7,6,0.331,1.14,0
60,82062,19691,36,664,33,2,42448,1,0,0,6,6,0.517,0.24,0
55,169933,53075,48,578,8,1,7938,3,1,3,4,2,0.047,0.312,1
61,113302,15794,48,662,11,1,51113,1,1,3,1,7,0.451,0.139,1
49,88928,80930,48,470,9,1,15770,1,1,0,5,5,0.177,0.91,0
49,66347,46708,36,350,9,5,52635,0,1,3,3,3,0.793,0.704,0
58,28121,120492,24,627,22,3,72171,2,0,0,7,9,2.566,4.285,0
62,108793,111629,36,444,5,2,74165,1,1,2,0,9,0.682,1.026,0
41,53164,128313,12,573,23,0,57822,3,1,2,1,9,1.088,2.414,0
62,50491,26352,24,454,23,1,49934,2,0,2,6,2,0.989,0.522,1
33,84222,106975,48,807,20,5,65526,0,0,2,6,0,0.778,1.27,0
61,179237,98848,60,662,30,0,21487,2,1,2,7,1,0.12,0.551,1
37,28748,49999,24,624,29,3,53319,1,0,3,4,1,1.855,1.739,1
29,51553,23482,48,597,33,2,12869,3,0,3,7,4,0.25,0.455,0
61,141547,52279,24,793,17,5,74755,3,1,3,4,3,0.528,0.369,0
21,85380,114413,24,845,11,1,40797,2,0,1,2,1,0.478,1.34,1
22,69331,59213,36,603,34,1,56298,3,1,1,4,8,0.812,0.854,0
49,145617,118909,12,766,6,1,44933,1,0,0,2,6,0.309,0.817,1
53,64560,18026,60,538,24,5,76579,3,0,1,0,7,1.186,0.279,1
30,78865,90184,48,816,5,0,9570,3,0,2,3,7,0.121,1.144,1
60,100910,10435,24,475,0,3,6886,3,0,2,2,1,0.068,0.103,0
41,160747,144565,60,709,15,2,67494,1,1,2,1,4,0.42,0.899,1
48,102986,64321,24,663,3,3,43087,0,1,0,5,2,0.418,0.625,1
31,35068,138835,12,322,28,1,67719,3,0,0,6,9,1.931,3.959,1
54,79460,25389,60,617,27,3,3774,0,0,0,1,8,0.047,0.32,0
28,125766,36498,48,824,21,0,29018,2,0,0,6,8,0.231,0.29,1
42,71418,68755,24,575,7,4,14272,2,1,3,3,5,0.2,0.963,0
28,51206,106545,12,528,31,4,22586,1,0,0,7,3,0.441,2.081,0
35,153180,40825,60,407,32,2,33545,1,1,0,4,7,0.219,0.267,0
37,25287,21934,24,475,12,2,2566,1,0,1,5,4,0.101,0.867,0
43,47337,10574,24,619,26,3,76489,1,1,3,1,2,1.616,0.223,0
44,176738,135698,48,585,17,2,65355,0,1,2,5,7,0.37,0.768,0
39,157233,137659,12,628,17,5,31696,1,0,1,2,5,0.202,0.876,0
25,125667,47782,36,655,12,0,72940,0,1,0,3,4,0.58,0.38,1
52,115071,65561,24,313,21,1,67117,3,0,2,1,0,0.583,0.57,0
64,123064,140481,60,574,13,1,79602,3,1,2,4,2,0.647,1.142,0
21,194823,132159,48,370,10,3,40735,2,1,2,5,6,0.209,0.678,0
43,131511,31751,48,494,21,1,73375,2,0,1,4,2,0.558,0.241,0
57,170830,43174,24,822,16,3,50637,0,1,3,5,0,0.296,0.253,1
28,28178,127678,24,405,31,2,22129,1,0,3,1,7,0.785,4.531,0
33,56831,61572,24,495,13,2,30845,2,1,2,3,6,0.543,1.083,1
28,158248,66416,36,444,28,5,79449,0,0,0,0,4,0.502,0.42,0
43,128306,148113,24,649,5,5,66500,2,1,3,1,9,0.518,1.154,0
63,189726,40201,12,723,3,0,10739,1,1,3,4,4,0.057,0.212,1
21,182699,41069,60,770,10,1,58172,0,0,0,0,5,0.318,0.225,1
44,137025,31370,24,515,9,5,2673,2,1,1,7,6,0.02,0.229,1
55,115417,130342,36,392,27,0,31171,1,0,1,3,2,0.27,1.129,1
44,191494,147658,60,559,10,4,10624,0,0,0,4,3,0.055,0.771,0
37,36984,130758,48,840,34,5,66764,0,1,1,3,0,1.805,3.536,0
25,114312,141394,24,584,14,0,52930,0,0,2,5,6,0.463,1.237,0
40,108291,70294,60,783,7,3,34608,3,0,3,1,9,0.32,0.649,0
41,32135,84468,48,671,19,3,49649,0,0,1,3,1,1.545,2.629,0
60,25320,95715,36,369,20,0,19689,2,0,2,4,6,0.778,3.78,0
51,177756,75793,12,678,0,2,63503,0,0,2,1,5,0.357,0.426,0
56,113774,116672,24,578,28,4,72660,0,0,2,6,3,0.639,1.025,0
31,177961,145849,12,601,23,0,42124,0,1,2,4,1,0.237,0.82,0
35,123071,147321,36,554,29,5,7587,0,0,2,4,6,0.062,1.197,0
39,166842,125902,60,563,34,2,3527,0,0,0,6,6,0.021,0.755,1
27,195393,26390,60,723,32,0,33067,3,1,3,6,4,0.169,0.135,1
48,134863,25369,36,512,19,1,51538,1,0,3,0,8,0.382,0.188,0
63,66777,148953,36,399,15,5,69499,3,0,0,2,2,1.041,2.231,0
25,71250,14587,24,411,8,5,37455,2,0,0,3,8,0.526,0.205,0
25,98034,112009,48,607,30,3,20243,1,1,2,3,4,0.206,1.143,0
50,129940,143905,12,774,16,1,32693,2,1,1,0,1,0.252,1.107,1
52,65130,52013,12,847,30,1,69231,0,0,3,7,8,1.063,0.799,1
28,158609,122341,60,411,22,5,74648,2,0,1,5,0,0.471,0.771,0
